date,seller_name,seller_city,seller_state,seller_phone,car_make,car_model,car_year,car_color,customer_name,customer_email,customer_phone,customer_address,price
2024-01-23,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Tesla,Cybertruck,2018,ForestGreen,Samantha Holland,steven58@example.net,+1-272-307-1274x92624,"996 Justin Circles Suite 850, West Brittney, NJ 81170",31984.07
2024-06-06,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Infiniti,QX80,2001,LightSkyBlue,Matthew Carter,moorejessica@example.com,480-957-4173x855,"81220 Robert Row Suite 244, Loveberg, MD 67884",62365.47
2024-04-16,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Mitsubishi,Eclipse Cross,2021,MediumPurple,Luis James,jonathanpatel@example.net,245-670-8184,"4028 Stone Prairie, Port Cherylville, PW 12069",79273.30
2024-10-09,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Buick,Regal,2010,MediumSlateBlue,Stephanie Austin,christina63@example.org,+1-439-707-5225x63566,"96787 Adriana Run Suite 443, West Donaldville, VA 24876",42921.88
2023-09-17,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Ferrari,Roma,2002,MediumPurple,Danny Price,morganwilliam@example.net,807.860.9357x208,"0875 Jacob Spring Apt. 736, Joshuatown, IL 48420",87143.09
2025-04-17,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Cadillac,Lyriq,2002,Gainsboro,Joseph Gomez,jeremiahthompson@example.org,479.347.5565,"25282 Gabriella Rapids, Wolfeside, MN 04919",95787.83
2025-04-29,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,CitroÃ«n,C4,2012,Snow,Michelle Bennett,janice61@example.net,(961)598-0927x469,"60392 Tran Ford, Josephborough, GU 86835",58378.68
2023-11-25,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Great Wall,Wingle 7,2019,SandyBrown,Kyle Lee,samuel55@example.net,901.983.4564x757,"646 Pope Mountains, South Steven, DE 52733",58545.74
2024-02-19,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Nissan,Sentra,2019,DarkSalmon,Christopher Lee,courtney90@example.com,855-456-1628,"37864 Burns Corners, Port Christina, PR 21199",82064.23
2023-12-16,Thomas LLC,Rosestad,West Virginia,673-995-4576,Suzuki,Baleno,2009,Salmon,Donald Carter,barnesjeffrey@example.org,4548466792,"3455 Knight Cliffs Apt. 217, Kimberlyhaven, GU 40138",49342.00
2024-03-20,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Seat,Ateca,2017,GhostWhite,Richard Johnson,stricklandrebecca@example.net,(527)585-6262x5096,"72367 Bobby Club Suite 651, Port Susan, MA 20043",32867.95
2024-09-21,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Mini,Clubman,2002,LightSeaGreen,Michael Roth,solisdavid@example.com,681-241-8467x5964,"314 James Isle Suite 856, Beckview, MT 52670",48717.48
2024-08-29,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Buick,Regal,2020,DarkMagenta,Mrs. Amy Bennett,gregoryfuller@example.net,410-468-4915,"USCGC Petersen, FPO AP 58344",13322.04
2025-05-13,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Maserati,Ghibli,2022,SkyBlue,Brittney Jones,jennifer42@example.com,001-225-564-9153x302,"5631 Joshua Pass Suite 415, Aliciahaven, AZ 32823",34854.13
2024-10-13,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Rolls-Royce,Phantom,2005,Tomato,Shelby Torres,andrea53@example.com,390-230-1918,"43377 Nichols Inlet, Coleville, MN 68381",81073.99
2024-07-07,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Hyundai,Santa Fe,2014,Navy,Keith Gutierrez,edwardsamy@example.net,(904)316-2395,"565 Jill Track, East Pennystad, MS 37063",84685.80
2023-12-30,Thomas LLC,Rosestad,West Virginia,673-995-4576,Mitsubishi,Eclipse Cross,2021,MediumPurple,Amber Reed,amandahamilton@example.org,855.868.4713x51950,"290 Robert Flat, New Christopher, MS 50725",35533.28
2024-09-25,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Great Wall,Wingle 7,2000,DeepPink,Luis James,jonathanpatel@example.net,245-670-8184,"4028 Stone Prairie, Port Cherylville, PW 12069",65506.59
2024-05-14,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Porsche,Panamera,2004,MediumAquaMarine,Bryan Fleming,jerryhanson@example.com,(760)542-0457x6587,"4243 James Skyway, Katieborough, PW 88241",55599.76
2024-07-11,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Mini,Countryman,2024,MintCream,Thomas Stephens,porterbrooke@example.com,707-853-4254,"798 Estes Ridges Apt. 510, Garystad, MT 10249",84940.61
2024-10-10,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Isuzu,MU-X,2008,SeaGreen,Thomas Brown,george03@example.com,727-327-4886x2670,"95361 Robertson Station Apt. 187, New Dorothy, LA 62326",90544.52
2025-07-15,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Volkswagen,ID.4,2016,SaddleBrown,Emily Smith,robert55@example.net,825-396-1729,"5831 Pruitt Walk, Gomezside, WY 73902",25787.16
2025-05-06,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Porsche,Panamera,2017,SteelBlue,Joseph Barber,sarahlopez@example.org,+1-428-348-2495,"91611 Tara Meadows Apt. 940, Manningstad, HI 73171",14896.46
2025-01-30,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Mahindra,Scorpio,2015,DodgerBlue,Timothy Lyons,vaughncheryl@example.net,656.834.6426,"003 Hicks Land Apt. 730, Justinport, KS 51250",85783.94
2025-03-28,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Audi,A6,2020,Thistle,Lawrence Hawkins,erica14@example.net,+1-959-712-1647x662,"62379 Michael Villages, East Kevinstad, FL 00969",97200.18
2024-01-13,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Chrysler,Pacifica,2006,LavenderBlush,Roger Smith,bradleygreen@example.org,818-931-7953,"8600 Elizabeth Cape Suite 831, Dustinmouth, WA 60605",84947.92
2025-05-06,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Saab,9-3,2002,Bisque,David Hopkins,elizabeth74@example.com,001-705-530-2246x142,"296 Tiffany Union Suite 179, New Katiefort, DC 15267",7495.04
2024-03-16,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Seat,Ateca,2016,OldLace,Sabrina Andrade,tiffanyduran@example.org,214.923.3862x4133,"24896 Thomas Underpass, West Cassidyview, NJ 58228",90686.24
2024-07-05,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Alfa Romeo,Tonale,2011,Brown,Kimberly Wilson,mbowen@example.org,001-569-826-9857x714,"860 Neil Lodge Suite 988, Angelafurt, AZ 31414",64428.46
2025-04-24,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Jeep,Cherokee,2019,WhiteSmoke,Joseph Kim,paul29@example.net,001-810-755-7657x67036,"USNS Tate, FPO AP 55712",97232.51
2024-11-30,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Acura,MDX,2021,Tan,Brenda Smith,griffinkevin@example.org,+1-308-869-8732x6443,"443 Cook Views Suite 429, Laurafurt, HI 40041",47107.62
2024-03-09,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Porsche,Cayenne,2012,LightSalmon,Erin Mitchell,heatherjordan@example.org,001-916-280-1937x08789,"USS Benson, FPO AA 83195",71883.60
2024-06-29,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Volkswagen,Golf,2016,Navy,Shelby Torres,andrea53@example.com,390-230-1918,"43377 Nichols Inlet, Coleville, MN 68381",41902.59
2024-07-08,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,BMW,Z4,2008,PaleGreen,Brittany Smith,dnoble@example.org,+1-491-283-2565x8073,"PSC 0190, Box 9590, APO AE 44049",16961.72
2023-11-30,Thomas LLC,Rosestad,West Virginia,673-995-4576,Suzuki,Vitara,2007,OrangeRed,Joshua Hart,guzmanmark@example.com,804.311.9547,"6104 Poole Grove, Josephfort, NH 55633",17587.04
2024-10-28,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Volvo,XC60,2021,DarkRed,Gabriel Doyle,emilyjefferson@example.org,743.879.1620,"89469 Orozco Motorway Suite 292, Joshuafort, WI 75643",90671.59
2024-03-14,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Volvo,S60,2020,CornflowerBlue,Christine Davis,clarkdanielle@example.net,+1-981-818-6565,"536 Nicholas Mall Suite 336, Mooreton, IA 23425",82942.78
2024-10-15,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Chrysler,Pacifica,2008,Purple,Joshua Hart,guzmanmark@example.com,804.311.9547,"6104 Poole Grove, Josephfort, NH 55633",14388.42
2024-02-12,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Infiniti,QX50,2011,Violet,Ariel Jackson,franklinmiller@example.org,709.732.9570x56042,"1347 Freeman Springs Suite 418, New Craig, AL 41484",81642.88
2025-04-30,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Volvo,XC40,2021,Tomato,John Gallegos,wagnerdoris@example.net,001-456-658-7967x394,"95299 Rebecca Light Apt. 527, East Andrea, TX 89493",87255.44
2024-07-01,"Kirk, Hill and Webster",East Christinahaven,Georgia,965-830-5248,Rolls-Royce,Phantom,2020,DarkGreen,Kylie Jacobs,phillipsharold@example.com,(989)276-6466x200,"320 Mccarty Green, Troyberg, WV 76151",78418.59
2024-07-20,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Buick,Enclave,2008,Navy,Mrs. Amy Bennett,gregoryfuller@example.net,410-468-4915,"USCGC Petersen, FPO AP 58344",48379.67
2025-05-05,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Dodge,Challenger,2015,LightSeaGreen,Elizabeth Sutton,michaelwillis@example.org,8954200762,"25992 Lacey Haven, New Robert, DE 46972",85995.13
2025-05-12,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,BYD,Dolphin,2007,Khaki,Joshua Mason,tdennis@example.org,720-885-2933x6759,"97513 Moran Oval Apt. 085, South Melissaport, NM 19232",19316.03
2025-07-01,Cook-Murphy,Ballshire,California,664.791.3190x014,Infiniti,QX60,2000,Linen,Michelle Rodriguez,hudsonmargaret@example.net,6392066247,"69121 Evelyn Land Suite 619, East Davidmouth, HI 80187",68194.42
2023-10-03,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Jaguar,E-PACE,2023,Green,Chelsea Moody,daniel86@example.com,(606)255-1236x8516,"014 Valerie Square, Santosfurt, LA 39673",37414.53
2024-10-17,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Dacia,Duster,2013,Turquoise,Edward Smith,jmann@example.org,001-655-909-0298x706,"31760 Mitchell Valley Apt. 147, Ericstad, DE 29374",62648.49
2024-12-21,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Saab,9-5,2006,GreenYellow,John Davis,powelllisa@example.org,+1-700-244-7975,"4534 Barbara Crossroad, Lake Amanda, AK 37606",62996.72
2023-12-04,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,Mahindra,Thar,2012,Aqua,Dave Mills MD,judith17@example.org,(232)832-9996x937,"13219 Damon Isle Apt. 172, Coxbury, AL 27534",40292.91
2024-05-08,Cook-Murphy,Ballshire,California,664.791.3190x014,GMC,Sierra,2002,DeepSkyBlue,Sarah Sanders,ncollins@example.net,5103525595,"2551 Carolyn Spring Suite 435, South James, MH 73088",54235.16
2024-10-21,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Porsche,Cayenne,2002,SpringGreen,Michelle Bennett,janice61@example.net,(961)598-0927x469,"60392 Tran Ford, Josephborough, GU 86835",23895.22
2025-08-03,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Maserati,Levante,2020,LightGray,Emily Smith,robert55@example.net,825-396-1729,"5831 Pruitt Walk, Gomezside, WY 73902",52357.75
2024-12-15,"Mcknight, Li and Valenzuela",Lake Teresaburgh,New Jersey,+1-829-365-6220,Maserati,Levante,2020,LightGray,Kyle Lee,samuel55@example.net,901.983.4564x757,"646 Pope Mountains, South Steven, DE 52733",91303.72
2024-08-11,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Mitsubishi,Pajero,2014,SkyBlue,Jose Rasmussen,maureenperez@example.org,(204)965-4500,"688 Morales Points Apt. 745, North Katherinefurt, VI 86530",15965.65
2023-09-09,Cook-Murphy,Ballshire,California,664.791.3190x014,Dacia,Duster,2002,BlueViolet,David Chapman,kjohnson@example.net,001-905-679-1714x92369,"62455 Pacheco Ranch, Port Jennyborough, SD 71544",93488.97
2024-03-23,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Proton,X70,2007,PaleTurquoise,Amanda Morrison,amycoleman@example.com,(363)545-7038x50252,"USS Weiss, FPO AA 52014",74304.37
2024-12-30,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Tesla,Model Y,2002,CornflowerBlue,Donald Townsend,vincent93@example.com,(277)656-1313x92311,"64719 Carson Mill, Lake William, ID 16408",64416.08
2025-07-16,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,BYD,Song,2006,LightYellow,David Chapman,kjohnson@example.net,001-905-679-1714x92369,"62455 Pacheco Ranch, Port Jennyborough, SD 71544",84336.84
2025-08-02,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Cadillac,Lyriq,2002,Gainsboro,John Williams,pcastillo@example.org,(777)764-7243x1867,"0822 Underwood Manors, Tanyafurt, NC 65972",33421.35
2025-03-23,Miller Group,West Karina,Massachusetts,(955)787-3572x86681,Chery,Tiggo 7,2005,DarkSlateBlue,Mrs. Katrina Banks,ryan00@example.org,921-265-8960x634,"USS Ramirez, FPO AP 72579",56444.30
2024-02-19,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Peugeot,308,2013,Chocolate,Dennis Smith,rogersjoseph@example.org,(753)707-4790x1580,"05142 Mcguire Lodge, Marieside, RI 81573",95661.33
2024-01-17,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Jaguar,F-Type,2013,IndianRed,Tamara Taylor,barrettjamie@example.com,355-622-5676x93433,"17850 Katelyn Trail Suite 937, New Davidshire, WA 35376",5058.78
2024-04-08,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Tata,Safari,2003,Wheat,Samantha Holland,steven58@example.net,+1-272-307-1274x92624,"996 Justin Circles Suite 850, West Brittney, NJ 81170",57785.32
2024-03-03,Woods-Avila,Benjaminfurt,South Carolina,+1-630-936-5246x36264,BYD,Song,2003,DarkOliveGreen,Edward Smith,jmann@example.org,001-655-909-0298x706,"31760 Mitchell Valley Apt. 147, Ericstad, DE 29374",81048.46
2024-05-30,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Nissan,Titan,2005,Chocolate,Anthony Cook,stephanie51@example.net,001-545-463-1632x227,"7878 Amanda Ways Apt. 821, Jeremiahmouth, NH 50526",43489.06
2025-07-21,Thomas LLC,Rosestad,West Virginia,673-995-4576,Chrysler,300,2019,DarkKhaki,Denise Peters,imercer@example.net,(232)489-5831x176,"14544 Mikayla Brook Suite 757, Davidport, ID 71770",25825.90
2024-04-04,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Acura,RDX,2018,MediumPurple,Sarah Garcia,elizabeth21@example.com,793-555-0260x88925,"67334 Palmer Plains Apt. 574, West Kristin, VT 48580",98897.96
2024-04-04,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Rolls-Royce,Cullinan,2009,YellowGreen,Karen Dominguez,gutierrezmark@example.org,(651)846-4067x2227,"211 Moreno Mall, East Joseph, CO 99257",46838.09
2025-04-29,Cook-Murphy,Ballshire,California,664.791.3190x014,Lexus,ES,2011,PapayaWhip,Stephanie Austin,christina63@example.org,+1-439-707-5225x63566,"96787 Adriana Run Suite 443, West Donaldville, VA 24876",97452.53
2024-12-10,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Dodge,Charger,2008,DarkMagenta,Joseph Lee,allisonayers@example.org,300.200.3548x50751,"443 Bradshaw Streets, Hortonville, HI 28172",30694.01
2024-08-19,"Mitchell, Bailey and Vargas",Port Joseph,Washington,735.417.6853x00690,Volkswagen,Golf,2016,Navy,Jennifer Walker MD,nwilliams@example.net,466-719-0827,"664 Melissa Gardens Apt. 933, Port Christopher, NE 67464",44341.38
2024-07-16,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,BYD,Han,2002,SeaShell,Daniel Ramirez,ijones@example.com,(459)352-7369,"4433 Murphy Knolls Suite 312, Wendystad, GU 33316",72036.72
2025-02-19,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Mazda,CX-9,2004,HotPink,Christian Brown,andrew24@example.com,788-897-0639,"3153 Kelly Ford Apt. 284, Lisafort, FM 69099",48358.43
2024-04-01,"Robertson, Willis and Houston",Jonathanmouth,Maryland,001-589-481-9218,Chrysler,300,2019,DarkKhaki,Elizabeth Sutton,michaelwillis@example.org,8954200762,"25992 Lacey Haven, New Robert, DE 46972",12750.21
2025-01-07,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Volvo,XC40,2021,Tomato,Bryan Fleming,jerryhanson@example.com,(760)542-0457x6587,"4243 James Skyway, Katieborough, PW 88241",13222.14
2024-07-26,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Acura,TLX,2020,Chocolate,Kristen Phillips,debra93@example.org,+1-602-412-3750x8737,"945 Kelli Meadows, New Carolyn, SD 82888",17427.88
2023-12-13,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Renault,Megane,2017,HotPink,Nichole Chandler,adamvasquez@example.com,502-645-2800x9660,"693 King Freeway, Spencemouth, NV 33797",78824.05
2025-08-11,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Nissan,Sentra,2019,DarkSalmon,Kaitlin Morrison,ricardo17@example.com,221.221.2528x581,"240 Gilbert Trafficway, Clarkstad, LA 72979",64009.69
2024-09-05,"Martinez, Jones and Alvarez",Port Susan,Washington,701.385.7314,Saab,9-3,2006,Gainsboro,Kimberly Gibson,trevorchen@example.net,(697)466-6205x8775,"869 Jennifer Fort, Williamsberg, KY 21739",98786.56
2024-05-30,Thomas LLC,Rosestad,West Virginia,673-995-4576,Lamborghini,Huracan,2005,Gainsboro,Elizabeth Hoffman,mbeltran@example.org,+1-665-332-4462x814,"270 Lopez Corner, Davidview, ME 45315",51284.03
2025-05-04,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Toyota,Camry,2012,LightSalmon,Scott Kelley,julia33@example.org,(589)910-9112x37639,"92961 Teresa Roads, Port Michaelfurt, FM 88185",22554.58
2025-03-01,"Coffey, Martinez and Nguyen",Jacquelineborough,Ohio,+1-307-640-3971x93347,Mitsubishi,Outlander,2022,MediumOrchid,Kim Hernandez,rhonda17@example.org,001-633-913-2582x39714,"9374 Brown Course, Gonzalezchester, WY 81012",61347.05
2025-05-22,Curry-Wong,Waltersmouth,Nebraska,+1-734-784-4794x66221,Dodge,Durango,2010,SaddleBrown,Michelle Rodriguez,hudsonmargaret@example.net,6392066247,"69121 Evelyn Land Suite 619, East Davidmouth, HI 80187",49530.88
2024-12-26,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Isuzu,MU-X,2010,SpringGreen,Anna Wolfe,mrose@example.com,397-321-3420x0460,"0412 Chang Highway, Pennyfurt, PA 02052",44980.87
2025-04-13,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,CitroÃ«n,C5 Aircross,2004,SpringGreen,Theresa Glass,mpeters@example.org,+1-269-263-8349x175,"338 Patel Radial Apt. 356, Staciebury, WI 87954",7020.26
2025-04-28,Martin Group,Michelefurt,Connecticut,(370)331-5298x1138,Seat,Ateca,2021,LightGray,Benjamin Baldwin,kelly12@example.org,+1-818-807-5050x34010,"386 Gabriel Plains Apt. 576, Johnsonmouth, TX 22889",88049.27
2025-02-28,"Harris, Jacobs and Kaiser",Wyattside,Michigan,821-840-0964x479,Nissan,Titan,2001,DarkSlateBlue,April Gordon,vfoster@example.com,637-681-1439x823,"045 Joseph Ridge, Port Justin, MP 46616",85823.95
2024-07-06,Obrien and Sons,Cookton,North Carolina,+1-399-364-2636,Subaru,Crosstrek,2012,Purple,Steven White,rhondarandolph@example.net,+1-519-232-7673,"0914 Miller Glen Suite 987, Richardland, TX 00551",6369.44
2025-01-19,Fuentes-Martinez,South Noahtown,Colorado,492-572-0674,Mitsubishi,Eclipse Cross,2013,HoneyDew,Colton Green,yolandabarnes@example.com,+1-387-210-9527x943,"6235 Amanda Summit, Port Shelby, IL 88075",21623.76
2024-12-26,Moran Group,Cantuberg,Mississippi,001-477-912-1208x072,Mini,Clubman,2002,LightSeaGreen,April Gordon,vfoster@example.com,637-681-1439x823,"045 Joseph Ridge, Port Justin, MP 46616",13855.65
2024-09-01,"Willis, Salazar and Sanchez",South Tammybury,South Carolina,001-514-249-0866x66810,Seat,Ateca,2018,Tomato,Keith Gutierrez,edwardsamy@example.net,(904)316-2395,"565 Jill Track, East Pennystad, MS 37063",90197.59
2024-09-01,"Adkins, Fields and Willis",East Kenneth,Michigan,001-951-330-7869x058,Skoda,Superb,2015,MediumSeaGreen,Scott Pace,garciasusan@example.com,637.302.9677x6750,"0633 Moon Stravenue, East Cindy, HI 05289",27529.41
2024-02-27,Hutchinson Ltd,North Brianna,Pennsylvania,+1-571-930-1438x49678,Maserati,Ghibli,2015,LightSkyBlue,Christopher Lee,courtney90@example.com,855-456-1628,"37864 Burns Corners, Port Christina, PR 21199",97729.58
2025-08-15,"Thornton, Thomas and Kennedy",Herreraton,Washington,526.572.0978x16510,Chrysler,Pacifica,2017,CadetBlue,Linda Peters,lisa10@example.net,+1-393-297-8271x303,"430 Williams Hollow, East Tiffanyland, CO 50845",39342.21
2025-02-15,Cook-Murphy,Ballshire,California,664.791.3190x014,GMC,Sierra,2002,DeepSkyBlue,Diane Thomas,jasmineromero@example.com,+1-489-573-4066,"161 Evans Walk Apt. 345, West Scott, OR 70990",62518.19
